0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-214.65471,-4.6020284,-1.1711932,-209.58519,-6.5293093,-1.8921007,68.57221,15.800299,11.372726,-1.4922026,5.4463525,2.8893645,3.21629,45.58399,13.535944,-109.46782,157.61844,73.392,-459.81302,-27.060997,-20.487312
-203.69891,-3.8196611,-1.8689902,-205.71188,-5.0984745,-2.9431267,45.34277,15.399703,9.252072,0.086681485,5.9644027,2.9320698,-1.2061292,51.849167,15.248133,-109.450516,160.90059,60.914787,-318.52127,-24.780968,-28.129244
-201.22308,-3.649403,-0.5440264,-196.73236,-4.8394365,-1.7762569,66.25267,15.203521,9.92158,-1.5004182,5.848234,3.1951644,3.4468884,50.09916,18.299644,-93.532585,155.96063,72.67314,-450.75293,-30.384308,-16.86529
-212.10057,-3.9764805,-2.004682,-211.31038,-5.1672034,-3.3039365,45.574184,15.644279,9.9554615,-0.023708567,5.8700027,3.121588,-0.9325588,52.13207,14.757732,-119.327385,165.51863,64.558495,-372.64566,-29.367235,-18.522053
-234.91933,-4.587586,-2.9410746,-207.03488,-5.8375826,-3.553871,119.75119,15.670878,9.964472,-0.90041775,4.946272,1.9008566,-0.5148361,39.46337,8.436751,-87.168365,148.44418,56.47129,-489.82394,-32.81012,-28.678637
-225.1401,-5.282139,-2.7505243,-216.58067,-6.675893,-3.8722804,77.85313,14.828011,9.174122,-1.4999307,5.544326,2.50291,2.5244923,45.913513,12.153134,-115.56409,147.85284,57.601727,-483.66943,-28.916697,-24.129921
-232.57812,-5.594341,-1.9648024,-212.588,-6.6413193,-2.9993079,97.95626,14.890868,10.655911,-1.3362706,5.3258004,2.9712589,1.0408921,43.60584,16.203264,-99.53699,144.69159,76.1596,-506.04364,-32.141792,-28.513641
-212.7575,-4.368226,-0.83163065,-200.37387,-5.0980725,-2.0994844,75.34685,14.718126,9.662358,-2.0233216,4.961408,2.4236844,5.0870094,35.870823,10.189448,-111.65351,129.3466,57.88925,-497.20688,-28.83179,-18.460392
-233.7086,-5.447907,-2.0640974,-212.46848,-6.658078,-3.0719008,98.15421,14.378656,10.468812,-1.3065879,5.4815993,3.046113,0.85013485,46.424873,17.277422,-106.023766,141.80624,74.2172,-497.83276,-34.386555,-22.698486
-209.96545,-3.5234478,0.29297858,-215.12762,-4.532571,-1.2807692,42.93371,15.778349,11.362587,0.16642672,4.620997,3.4031298,-1.2097362,32.816143,18.643963,-117.044304,137.77191,80.18215,-297.40454,-35.310226,-20.792738
-224.35838,-4.4895644,-1.4944805,-219.04825,-6.0766726,-2.29939,70.00567,15.590787,10.962886,-1.5994575,5.6019664,3.0590327,3.5926466,48.10234,15.134228,-124.43094,158.75116,70.73212,-489.67303,-28.111927,-22.212887
-222.7494,-4.2705793,-2.5686102,-195.45296,-6.128415,-3.7931128,101.91807,14.958821,10.975452,-1.5223169,5.8295503,3.5329425,1.4303575,50.56094,22.81299,-103.32454,153.86014,90.410194,-492.4441,-28.321573,-24.079105
-264.54797,-4.856962,-2.1397982,-203.96164,-5.2984405,-2.5972652,179.52081,15.088732,9.551315,-1.1685232,5.1898212,2.7430177,0.26364255,42.048023,16.984007,-68.37508,144.45276,73.448715,-710.74927,-30.230442,-24.327309
-244.51744,-4.230572,-1.2858107,-218.36363,-5.6483736,-2.0090234,106.207756,16.71891,10.994953,-1.216949,5.419269,2.8784046,0.42313433,41.95298,15.646584,-106.05024,160.23648,79.13588,-505.90094,-31.551634,-23.682934
-267.20883,-3.6998343,-2.2542598,-220.63872,-5.4884315,-3.3112454,163.30627,14.752302,9.8521,-1.8127602,4.9474034,2.8053195,2.153955,41.940144,14.850559,-120.70782,147.9063,67.596725,-729.84656,-29.409763,-25.138565
-207.02113,-2.7787552,-0.17676374,-198.26555,-3.7618175,-1.0698304,71.590096,15.13894,10.328932,-1.9216079,5.321302,2.2611277,5.0134277,43.12684,10.650696,-103.55378,148.5664,66.3144,-484.86368,-25.47432,-23.00774
-226.71361,-2.8891835,0.36024633,-210.84013,-4.344171,-0.6107572,88.35751,16.448513,10.5058775,-1.7893403,5.834277,3.1892216,3.0151525,50.932167,16.682564,-113.96535,172.33176,77.4375,-503.9976,-28.080635,-17.849646
